song_popularity,song_duration_min,danceability,energy,key,loudness,audio_mode,speechiness,time_signature,tempo_category_numeric
68,3.0571,0.956,0.72,11,-13.476,0,0.1369999999999999,4,4.0
59,4.35665,0.852,0.8029999999999999,6,-6.928999999999999,0,0.264,4,2.0
60,5.03155,0.767,0.7759999999999999,2,-8.915,1,0.144,4,3.0
2,4.387766666666667,0.926,0.851,4,-5.435,0,0.0907,4,3.0
47,3.9877666666666665,0.918,0.417,1,-12.754,1,0.148,4,2.0
58,3.9711,0.862,0.6629999999999999,0,-9.004,1,0.21,4,2.0
29,4.31145,0.8340000000000001,0.878,8,-9.484,1,0.15,4,2.0
56,4.838,0.964,0.889,11,-5.169,1,0.147,4,4.0
5,4.392883333333334,0.941,0.696,7,-11.874,1,0.175,4,4.0
42,4.82155,0.602,0.726,7,-8.937000000000001,1,0.248,4,2.0
37,4.070216666666667,0.909,0.718,11,-7.399,0,0.128,4,3.0
51,5.4188833333333335,0.878,0.951,7,-5.077,1,0.069,4,3.0
53,4.607766666666667,0.941,0.727,0,-11.592,1,0.228,4,4.0
15,2.62385,0.96,0.405,6,-13.435,0,0.3289999999999999,4,3.0
53,3.3888833333333332,0.862,0.424,7,-13.717,1,0.308,4,2.0
8,4.008216666666667,0.895,0.522,6,-12.866,0,0.133,4,2.0
7,5.044433333333333,0.787,0.6859999999999999,7,-13.943,1,0.3329999999999999,4,2.0
51,4.3639833333333335,0.882,0.8140000000000001,8,-5.214,0,0.424,4,2.0
47,3.7477666666666667,0.823,0.745,5,-6.6370000000000005,0,0.247,4,2.0
44,3.4100166666666665,0.8220000000000001,0.447,0,-9.836,1,0.4479999999999999,4,5.0
48,4.494433333333333,0.8440000000000001,0.522,0,-13.277,1,0.0874,4,3.0
47,4.95555,0.7959999999999999,0.701,7,-10.857,1,0.316,4,2.0
41,4.323766666666667,0.8809999999999999,0.636,4,-13.617,0,0.156,4,3.0
51,4.756883333333334,0.7120000000000001,0.895,10,-4.212,0,0.254,4,2.0
47,4.433766666666667,0.847,0.92,10,-7.261,0,0.287,4,2.0
41,3.165766666666667,0.919,0.975,6,-5.636,1,0.0886,4,2.0
44,2.9284333333333334,0.913,0.351,10,-13.57,0,0.354,4,2.0
44,3.6997666666666666,0.816,0.471,10,-13.244000000000002,0,0.291,4,2.0
38,4.846883333333333,0.8490000000000001,0.8029999999999999,6,-6.775,1,0.275,4,2.0
8,3.767333333333333,0.787,0.8290000000000001,7,-12.218,1,0.25,4,3.0
57,5.331766666666667,0.836,0.728,10,-12.058,0,0.2339999999999999,4,2.0
42,4.800883333333333,0.83,0.8170000000000001,4,-6.539,0,0.077,4,2.0
34,4.522216666666667,0.944,0.805,6,-9.578,0,0.327,4,3.0
34,5.284216666666667,0.885,0.833,7,-7.325,1,0.207,4,2.0
37,4.137766666666667,0.947,0.672,4,-13.819,0,0.349,4,3.0
39,5.4446666666666665,0.922,0.959,7,-3.542,1,0.2769999999999999,4,2.0
10,5.322666666666667,0.883,0.465,11,-13.765999999999998,1,0.367,4,2.0
32,2.8884333333333334,0.8290000000000001,0.852,2,-4.655,1,0.346,4,2.0
24,5.394,0.865,0.82,10,-7.891,0,0.153,4,3.0
34,4.068433333333333,0.84,0.72,7,-9.561,1,0.184,4,2.0
46,3.32555,0.895,0.627,1,-13.447,1,0.156,4,2.0
45,4.28705,0.779,0.6409999999999999,2,-11.228,1,0.158,4,4.0
26,4.01405,0.8690000000000001,0.823,8,-5.069,1,0.305,4,2.0
54,3.6,0.765,0.872,10,-6.992999999999999,0,0.119,4,3.0
40,4.680666666666666,0.669,0.768,1,-9.089,1,0.0562,4,5.0
80,3.830433333333333,0.901,0.6970000000000001,9,-3.439,1,0.28,4,2.0
80,4.639766666666667,0.8009999999999999,0.908,2,-6.553999999999999,1,0.221,4,2.0
79,4.509766666666667,0.821,0.774,11,-3.418,1,0.235,4,2.0
74,4.22555,0.6,0.706,10,-7.899,0,0.361,4,5.0
40,5.076666666666667,0.868,0.6459999999999999,1,-4.674,0,0.288,4,2.0
80,5.044883333333333,0.889,0.816,9,-4.67,1,0.247,4,2.0
82,4.01155,0.647,0.514,8,-10.05,1,0.0593,4,2.0
56,3.704,0.925,0.737,8,-1.2919999999999998,1,0.0777,4,4.0
77,5.4251,0.763,0.7859999999999999,10,-6.472,0,0.2289999999999999,4,2.0
75,4.741333333333333,0.7609999999999999,0.847,7,-3.068,1,0.0417,4,2.0
19,4.332433333333333,0.792,0.82,7,-3.58,0,0.1159999999999999,4,2.0
71,4.212433333333333,0.778,0.578,9,-7.22,0,0.2739999999999999,4,2.0
57,2.6933333333333334,0.92,0.8909999999999999,3,-2.398,0,0.253,4,2.0
78,5.12955,0.873,0.7190000000000001,1,-5.948,1,0.248,4,2.0
34,4.147766666666667,0.8490000000000001,0.521,11,-12.999,0,0.216,4,2.0
76,3.5248833333333334,0.5489999999999999,0.853,7,-4.293,1,0.188,4,2.0
73,4.5517666666666665,0.934,0.735,1,-6.667999999999999,1,0.251,4,2.0
65,3.7831,0.601,0.422,10,-13.364,0,0.518,3,4.0
34,5.2104333333333335,0.921,0.836,7,-3.978,1,0.243,4,2.0
65,5.170433333333333,0.6709999999999999,0.737,0,-5.131,1,0.108,4,2.0
63,3.574,0.879,0.573,10,-8.113,0,0.305,4,2.0
76,4.289983333333334,0.845,0.884,6,-4.506,0,0.0759,4,2.0
75,4.2031,0.479,0.5489999999999999,11,-10.550999999999998,0,0.373,4,5.0
27,3.5824333333333334,0.8540000000000001,0.71,4,-6.32,0,0.0793,4,2.0
18,5.337766666666667,0.535,0.505,2,-8.926,0,0.245,4,2.0
68,5.163333333333333,0.654,0.637,10,-6.915,0,0.293,4,2.0
70,5.109333333333334,0.833,0.619,7,-5.595,1,0.0538,4,3.0
70,3.9466666666666668,0.9,0.619,4,-6.518,0,0.312,4,2.0
65,4.516216666666667,0.677,0.54,7,-14.439,1,0.0627,4,2.0
71,4.706216666666666,0.879,0.564,10,-7.682,0,0.247,4,2.0
32,4.473333333333334,0.833,0.6809999999999999,5,-6.247999999999999,0,0.356,4,2.0
73,3.4711,0.897,0.612,11,-10.489,1,0.211,4,2.0
65,3.292666666666667,0.879,0.5379999999999999,1,-6.144,1,0.1119999999999999,4,3.0
28,2.2682166666666665,0.612,0.659,6,-6.995,0,0.406,4,2.0
72,4.105333333333333,0.6920000000000001,0.833,7,-3.974,1,0.0492,4,2.0
67,4.142883333333334,0.939,0.68,0,-7.29,1,0.2189999999999999,4,2.0
27,4.316666666666666,0.846,0.42,10,-13.927,0,0.1169999999999999,4,2.0
70,3.7422166666666667,0.813,0.703,11,-5.077,0,0.268,4,2.0
26,3.87955,0.758,0.519,10,-10.58,0,0.0395,4,2.0
22,4.8311,0.752,0.753,6,-7.721,0,0.357,4,2.0
30,3.72525,0.7809999999999999,0.589,1,-4.827,1,0.21,4,2.0
67,5.4062166666666664,0.792,0.701,6,-7.198,0,0.283,4,2.0
17,4.454433333333333,0.862,0.642,6,-13.652,0,0.1009999999999999,4,2.0
19,4.514716666666667,0.718,0.847,2,-4.876,1,0.29,4,2.0
69,3.7257666666666664,0.679,0.509,4,-7.31,1,0.0617,4,4.0
72,4.1928833333333335,0.848,0.6659999999999999,0,-6.547000000000001,1,0.2739999999999999,4,2.0
66,4.1448833333333335,0.6990000000000001,0.7929999999999999,1,-4.856,1,0.268,4,2.0
65,3.2382166666666667,0.906,0.623,1,-6.711,0,0.303,4,2.0
68,4.884216666666667,0.843,0.7,9,-3.249,0,0.26,4,2.0
68,2.69,0.8140000000000001,0.481,0,-5.183,1,0.245,4,2.0
65,4.733333333333333,0.6779999999999999,0.77,9,-4.399,0,0.222,4,2.0
66,3.844883333333333,0.918,0.7340000000000001,11,-2.832,0,0.2689999999999999,4,2.0
62,4.334433333333333,0.682,0.505,1,-11.709,1,0.138,4,2.0
26,3.322216666666667,0.752,0.782,4,-5.147,0,0.288,4,2.0
65,2.6411,0.591,0.855,11,-8.339,0,0.3389999999999999,4,4.0
67,3.609916666666667,0.877,0.74,1,-5.885,1,0.271,4,2.0
66,4.0491,0.838,0.72,10,-6.593,0,0.384,4,2.0
66,4.308433333333333,0.794,0.95,1,-8.78,1,0.294,4,2.0
66,3.542666666666667,0.805,0.754,8,-6.678999999999999,0,0.156,4,2.0
63,5.03355,0.52,0.847,9,-5.3,1,0.427,4,5.0
70,3.858216666666667,0.7340000000000001,0.8640000000000001,2,-6.119,1,0.303,4,2.0
69,3.2517666666666667,0.7490000000000001,0.745,2,-10.625,1,0.1639999999999999,4,2.0
23,4.898883333333333,0.81,0.5489999999999999,10,-11.095,0,0.208,4,2.0
66,4.568216666666666,0.875,0.6579999999999999,0,-3.641,1,0.359,4,2.0
23,4.042883333333333,0.552,0.932,4,-1.818,0,0.258,4,2.0
65,4.89955,0.665,0.91,6,-4.682,0,0.223,4,2.0
68,3.6022166666666666,0.826,0.5660000000000001,10,-10.747,0,0.31,4,2.0
13,5.030666666666667,0.763,0.76,4,-7.975,0,0.259,4,2.0
59,4.77,0.818,0.629,4,-6.627999999999999,1,0.211,4,2.0
15,3.5677666666666665,0.725,0.737,4,-7.452999999999999,1,0.324,4,2.0
22,2.9611,0.795,0.835,7,-4.672,0,0.2789999999999999,4,2.0
26,4.937766666666667,0.7559999999999999,0.7809999999999999,10,-8.197000000000001,0,0.1669999999999999,4,2.0
63,4.424883333333334,0.79,0.728,2,-9.221,1,0.391,4,2.0
24,3.4726666666666666,0.809,0.467,10,-8.777000000000001,0,0.444,4,2.0
67,4.774,0.59,0.672,1,-11.792,1,0.412,4,6.0
44,5.3711,0.8220000000000001,0.545,7,-7.933,1,0.445,4,2.0
54,3.174,0.914,0.698,9,-8.619,1,0.0541,4,2.0
63,4.123333333333333,0.89,0.716,1,-9.673,1,0.296,4,2.0
56,4.204,0.769,0.675,6,-13.326,1,0.0724,4,2.0
27,4.321766666666667,0.7290000000000001,0.442,11,-8.106,0,0.285,4,2.0
20,4.416,0.6759999999999999,0.882,4,-4.486000000000001,1,0.22,4,2.0
21,3.1626666666666665,0.8320000000000001,0.462,2,-10.503,1,0.26,4,2.0
12,4.233766666666667,0.8059999999999999,0.613,9,-11.08,0,0.372,4,2.0
66,3.768883333333333,0.866,0.534,11,-9.201,1,0.2289999999999999,4,2.0
62,4.126883333333334,0.858,0.76,4,-7.895,0,0.254,4,2.0
19,4.248883333333334,0.846,0.77,9,-7.489,1,0.283,4,2.0
23,3.641766666666667,0.878,0.711,4,-12.924,1,0.335,4,2.0
58,4.580666666666667,0.7659999999999999,0.52,7,-9.371,1,0.105,4,2.0
64,4.778216666666666,0.7609999999999999,0.6829999999999999,2,-10.889,1,0.1639999999999999,4,2.0
57,4.9711,0.7340000000000001,0.544,11,-4.7860000000000005,0,0.1939999999999999,4,2.0
59,4.55955,0.73,0.8370000000000001,6,-5.359,0,0.281,4,2.0
21,4.36,0.7120000000000001,0.908,4,-6.898,1,0.146,4,2.0
58,3.88665,0.775,0.451,1,-9.164,1,0.0567,4,2.0
56,4.819333333333334,0.845,0.8190000000000001,10,-4.35,0,0.385,4,2.0
57,4.606216666666667,0.8009999999999999,0.757,7,-8.01,1,0.316,4,2.0
20,4.744883333333333,0.693,0.423,5,-12.212,0,0.074,4,2.0
61,4.102883333333334,0.8540000000000001,0.58,1,-10.008,1,0.217,4,4.0
57,4.198433333333333,0.672,0.758,4,-4.18,0,0.359,4,2.0
51,5.185333333333333,0.85,0.818,0,-8.623,1,0.0904,4,2.0
3,4.5011,0.877,0.433,3,-12.004,1,0.0435,4,4.0
3,3.9588833333333335,0.892,0.441,0,-10.521,1,0.0908,4,3.0
17,4.596883333333333,0.912,0.534,6,-5.319,0,0.0366,4,3.0
58,4.210883333333333,0.8490000000000001,0.657,11,-7.508999999999999,1,0.205,4,3.0
3,3.80955,0.807,0.785,5,-7.718,0,0.12,4,3.0
2,3.356883333333333,0.768,0.823,5,-7.115,1,0.0609,4,3.0
46,3.808,0.476,0.845,8,-5.574,0,0.0451,4,2.0
16,4.284033333333333,0.778,0.615,11,-8.675,1,0.0397,4,3.0
48,5.483333333333333,0.882,0.589,11,-7.604,0,0.0596,4,3.0
51,3.6277666666666666,0.963,0.742,4,-6.597,0,0.0904,4,3.0
33,4.263333333333334,0.924,0.6659999999999999,3,-6.992000000000001,1,0.119,4,3.0
13,3.43555,0.723,0.778,7,-8.353,1,0.216,4,2.0
3,4.852966666666667,0.6990000000000001,0.698,1,-11.291,1,0.0345,4,2.0
2,5.358883333333333,0.767,0.784,0,-6.8,1,0.0592,4,3.0
31,5.107333333333333,0.857,0.569,9,-11.339,0,0.177,4,3.0
41,4.520666666666667,0.752,0.7509999999999999,8,-6.281000000000001,0,0.043,4,2.0
41,4.554883333333334,0.741,0.433,8,-11.937,1,0.0524,4,2.0
1,3.580433333333333,0.8059999999999999,0.843,10,-6.861000000000001,0,0.0378,4,3.0
32,3.3806666666666665,0.8170000000000001,0.73,9,-7.481,1,0.0903,4,3.0
30,4.392216666666667,0.8140000000000001,0.7659999999999999,1,-7.665,1,0.0445,4,2.0
44,5.04755,0.903,0.4629999999999999,5,-9.214,0,0.0837,4,3.0
7,4.731333333333334,0.853,0.76,6,-5.646,1,0.0832,4,3.0
41,5.2088833333333335,0.6679999999999999,0.541,11,-9.011,1,0.0728,4,3.0
1,5.484,0.848,0.396,1,-12.969,1,0.0784,4,3.0
3,3.764,0.879,0.508,0,-8.524,1,0.0934,4,3.0
81,3.8847833333333335,0.89,0.633,11,-5.475,1,0.168,4,4.0
49,3.9845333333333333,0.78,0.619,7,-6.071000000000001,0,0.0698,4,4.0
59,4.308,0.693,0.682,9,-6.131,1,0.331,4,4.0
1,3.4515,0.7829999999999999,0.36,0,-7.947,0,0.1,4,1.0
58,3.6473333333333335,0.759,0.6559999999999999,8,-5.596,1,0.0679,4,4.0
49,4.312433333333333,0.8140000000000001,0.532,1,-8.415,0,0.304,4,4.0
57,4.184316666666667,0.772,0.626,5,-6.354,0,0.0403,4,4.0
56,5.002666666666666,0.972,0.563,11,-6.983,1,0.156,4,4.0
70,4.015433333333333,0.741,0.562,4,-5.474,0,0.165,4,5.0
62,5.26755,0.86,0.71,7,-5.705,1,0.285,4,4.0
42,3.81735,0.765,0.445,3,-12.725,1,0.2289999999999999,4,4.0
56,4.074216666666667,0.8440000000000001,0.486,3,-6.915,0,0.368,4,4.0
79,4.864883333333333,0.794,0.632,0,-6.162999999999999,1,0.0649,4,4.0
73,2.6998166666666665,0.76,0.476,8,-8.103,1,0.241,4,4.0
62,3.9099333333333335,0.8540000000000001,0.564,1,-4.964,1,0.0485,4,4.0
39,3.60355,0.461,0.81,6,-8.443999999999999,0,0.478,4,4.0
53,3.4171,0.6970000000000001,0.6629999999999999,10,-6.0,0,0.0512,4,4.0
40,3.001333333333333,0.879,0.3879999999999999,1,-9.409,1,0.4679999999999999,4,4.0
53,3.6062166666666666,0.8109999999999999,0.46,2,-5.924,1,0.351,4,4.0
35,4.331966666666666,0.753,0.711,9,-10.162,1,0.366,4,4.0
52,3.02555,0.828,0.639,1,-5.4110000000000005,1,0.163,4,4.0
54,2.84555,0.943,0.777,1,-4.273,1,0.2,4,4.0
39,3.2088833333333335,0.73,0.8290000000000001,2,-4.11,1,0.191,4,4.0
53,2.422433333333333,0.8759999999999999,0.5920000000000001,1,-7.124,1,0.348,4,4.0
81,5.06735,0.92,0.674,1,-5.662000000000001,0,0.264,4,4.0
58,3.4230666666666667,0.7809999999999999,0.705,5,-5.172000000000001,0,0.363,4,2.0
0,3.9708833333333335,0.624,0.763,7,-6.271,1,0.0505,4,2.0
56,4.184433333333334,0.805,0.737,11,-7.284,1,0.251,4,2.0
67,3.6039,0.759,0.342,1,-9.044,0,0.0406,4,2.0
42,3.4164166666666667,0.794,0.509,6,-8.783999999999999,0,0.11,4,2.0
1,3.558,0.8640000000000001,0.631,0,-7.061,0,0.103,4,3.0
45,5.497116666666667,0.5539999999999999,0.765,11,-5.7,0,0.183,4,2.0
0,2.486666666666667,0.551,0.765,2,-4.93,1,0.153,4,1.0
54,4.9151,0.4629999999999999,0.92,3,-2.845,0,0.411,4,5.0
73,4.600666666666666,0.499,0.894,9,-3.887,1,0.267,4,4.0
44,3.5877666666666665,0.767,0.8809999999999999,1,-4.359,1,0.109,4,5.0
61,3.4411833333333335,0.667,0.879,8,-4.197,1,0.359,5,3.0
60,5.349283333333333,0.596,0.7829999999999999,0,-4.356,0,0.0313,4,4.0
58,1.976,0.611,0.5710000000000001,2,-8.833,1,0.1669999999999999,4,3.0
0,3.2006666666666668,0.551,0.927,6,-2.263,0,0.43,4,5.0
66,4.2682166666666665,0.5,0.593,1,-4.34,1,0.0898,4,1.0
49,3.3091666666666666,0.5710000000000001,0.809,7,-7.364,1,0.431,5,3.0
15,5.028683333333333,0.845,0.831,4,-3.808,0,0.252,4,3.0
62,3.6748833333333333,0.594,0.785,6,-7.598,0,0.461,4,5.0
48,4.12155,0.536,0.56,8,-5.667999999999999,1,0.26,4,4.0
60,3.693766666666667,0.462,0.944,8,-2.938,1,0.315,4,5.0
46,4.4731,0.563,0.616,3,-8.333,0,0.158,4,2.0
62,5.070433333333333,0.746,0.978,9,-5.324,1,0.0978,4,4.0
1,4.876216666666667,0.7070000000000001,0.787,6,-9.926,1,0.2289999999999999,4,2.0
50,5.178216666666667,0.706,0.889,10,-6.124,0,0.244,4,4.0
57,5.112166666666667,0.7190000000000001,0.855,3,-5.977,0,0.39,4,4.0
49,3.6111,0.67,0.895,2,-1.4380000000000002,1,0.349,5,3.0
53,3.59955,0.8009999999999999,0.74,8,-7.162000000000001,0,0.355,4,2.0
35,3.3748833333333335,0.737,0.737,5,-7.872000000000001,0,0.3879999999999999,4,4.0
30,3.72525,0.7809999999999999,0.589,1,-4.827,1,0.21,4,2.0
1,3.5239333333333334,0.773,0.508,9,-8.583,0,0.0558,4,4.0
43,3.0751,0.42,0.8809999999999999,1,-5.781000000000001,0,0.3939999999999999,4,4.0
58,2.6945,0.477,0.835,9,-5.942,0,0.4379999999999999,3,2.0
39,3.1426666666666665,0.679,0.885,11,-3.95,0,0.385,4,4.0
0,3.9502166666666665,0.662,0.708,1,-4.91,1,0.132,5,3.0
9,4.738433333333333,0.484,0.456,1,-9.057,0,0.292,4,4.0
62,4.004666666666667,0.63,0.608,1,-7.273,1,0.225,4,2.0
45,5.2297666666666665,0.716,0.485,1,-7.745,1,0.4039999999999999,4,1.0
45,4.28265,0.58,0.579,2,-9.357,1,0.288,4,4.0
50,3.443766666666667,0.444,0.627,7,-8.744,0,0.252,3,2.0
66,4.8167333333333335,0.737,0.7070000000000001,1,-11.113,1,0.4479999999999999,4,2.0
52,4.89355,0.71,0.555,9,-5.942,0,0.295,5,3.0
44,3.9531,0.8540000000000001,0.703,1,-7.127000000000001,1,0.285,4,2.0
55,4.529333333333334,0.647,0.7340000000000001,1,-6.093999999999999,1,0.166,4,4.0
6,5.306,0.496,0.785,7,-3.472,1,0.306,4,5.0
45,3.8611,0.826,0.79,4,-7.555,0,0.242,4,2.0
55,3.4266666666666667,0.688,0.768,1,-5.176,1,0.235,4,4.0
60,5.042433333333333,0.42,0.7440000000000001,8,-5.033,1,0.396,4,4.0
32,3.36155,0.8440000000000001,0.742,9,-5.803999999999999,0,0.22,4,2.0
41,4.243333333333333,0.8390000000000001,0.893,1,-3.963,0,0.198,4,2.0
80,4.639766666666667,0.8009999999999999,0.908,2,-6.553999999999999,1,0.221,4,2.0
40,3.8977666666666666,0.531,0.915,11,-4.131,0,0.426,4,1.0
3,3.8131,0.6509999999999999,0.911,1,-3.583,1,0.0998,4,4.0
80,5.4411,0.698,0.732,2,-4.522,1,0.266,4,5.0
0,4.190883333333334,0.67,0.7879999999999999,11,-7.426,1,0.2739999999999999,4,2.0
56,3.9984333333333333,0.6459999999999999,0.932,1,-4.178,1,0.276,4,5.0
1,3.738,0.479,0.6709999999999999,8,-8.125,0,0.415,4,2.0
33,3.830216666666667,0.621,0.7340000000000001,1,-7.468,1,0.235,4,4.0
2,3.9828833333333336,0.8140000000000001,0.489,6,-10.723,0,0.308,4,2.0
41,4.352216666666667,0.5429999999999999,0.8190000000000001,11,-5.151,0,0.0732,4,2.0
22,4.141766666666666,0.654,0.907,1,-3.741,0,0.349,4,5.0
47,5.1786666666666665,0.5870000000000001,0.698,1,-8.948,1,0.0943,4,4.0
49,4.084,0.8320000000000001,0.585,10,-5.931,0,0.376,4,2.0
0,4.209333333333333,0.759,0.693,11,-9.036,1,0.305,4,2.0
59,5.182666666666667,0.767,0.6509999999999999,6,-10.186,0,0.0501,4,2.0
52,3.617766666666667,0.767,0.933,5,-8.47,0,0.198,4,2.0
76,4.147766666666667,0.845,0.51,11,-13.064,0,0.2239999999999999,4,2.0
72,4.105333333333333,0.6920000000000001,0.833,7,-3.974,1,0.0492,4,2.0
55,3.4806666666666666,0.866,0.698,10,-7.976,0,0.272,4,2.0
49,3.0271,0.769,0.364,7,-14.337,1,0.415,4,2.0
56,3.6477666666666666,0.857,0.672,10,-5.934,0,0.16,4,2.0
41,3.3333333333333335,0.914,0.615,8,-8.953,0,0.284,4,2.0
0,3.4884333333333335,0.81,0.5,2,-11.823,1,0.265,4,2.0
66,5.0691,0.713,0.647,7,-8.22,1,0.439,4,2.0
43,3.636,0.373,0.86,6,-6.518,0,0.089,4,4.0
2,3.7826666666666666,0.657,0.705,5,-5.392,1,0.0304,4,2.0
1,3.7781,0.647,0.851,0,-5.237,1,0.0804,4,4.0
44,4.556666666666667,0.5710000000000001,0.7340000000000001,7,-8.898,0,0.0948,4,3.0
0,5.01105,0.373,0.906,8,-6.75,0,0.0893,4,3.0
40,4.901766666666667,0.392,0.8490000000000001,0,-4.577,1,0.0359,4,5.0
53,3.4456166666666665,0.708,0.539,1,-10.28,1,0.0646,4,2.0
2,3.7459,0.7390000000000001,0.921,7,-3.882,1,0.0413,4,4.0
1,3.808666666666667,0.611,0.947,4,-1.538,0,0.0558,4,2.0
0,3.338433333333333,0.562,0.698,9,-5.956,0,0.0439,4,3.0
78,3.21315,0.6559999999999999,0.821,0,-4.838,1,0.0325,5,3.0
42,2.8548833333333334,0.501,0.7759999999999999,9,-3.074,1,0.0444,4,5.0
46,4.157333333333334,0.546,0.852,1,-2.445,1,0.102,4,3.0
35,4.318216666666666,0.6679999999999999,0.603,6,-4.787,0,0.032,4,3.0
55,4.668666666666667,0.7490000000000001,0.8440000000000001,10,-5.9,1,0.0331,4,3.0
53,3.7373333333333334,0.421,0.631,7,-5.155,1,0.0537,4,5.0
51,3.4634833333333335,0.386,0.708,5,-8.173,1,0.0489,5,3.0
8,4.524016666666666,0.6,0.968,6,-2.444,1,0.0329,4,4.0
35,3.80355,0.488,0.8909999999999999,1,-5.388999999999999,0,0.0874,4,1.0
35,3.606,0.7659999999999999,0.5760000000000001,1,-7.474,1,0.0322,4,4.0
42,3.72955,0.5379999999999999,0.918,1,-5.4510000000000005,1,0.0389,4,4.0
3,4.822216666666667,0.491,0.377,0,-11.137,1,0.0288,4,4.0
53,3.3916666666666666,0.71,0.8270000000000001,0,-5.244,1,0.032,4,3.0
44,3.10965,0.5,0.902,1,-4.67,0,0.0718,4,2.0
37,4.3783666666666665,0.516,0.8859999999999999,0,-6.852,1,0.0286,4,4.0
46,4.388216666666667,0.568,0.816,0,-3.928,1,0.0281,5,4.0
1,3.9737666666666667,0.85,0.6809999999999999,0,-5.696000000000001,1,0.0584,4,4.0
70,3.2228833333333333,0.624,0.899,0,-5.71,1,0.0295,4,2.0
1,4.136666666666667,0.677,0.743,6,-5.876,1,0.0611,4,4.0
16,3.336883333333333,0.753,0.9,11,-1.866,0,0.0322,4,3.0
80,3.709766666666667,0.33,0.936,1,-3.66,1,0.0917,4,4.0
2,2.9153333333333333,0.611,0.948,1,-3.751,0,0.0753,4,4.0
50,3.3146666666666667,0.331,0.913,5,-2.929,1,0.0367,4,6.0
1,3.0419666666666667,0.616,0.88,1,-3.59,1,0.042,4,2.0
64,3.683333333333333,0.56,0.901,8,-4.481,0,0.032,4,4.0
66,3.926433333333333,0.516,0.7809999999999999,8,-4.004,0,0.0364,4,3.0
59,4.088216666666667,0.547,0.635,2,-5.569,1,0.1369999999999999,4,3.0
44,3.73755,0.611,0.931,9,-5.043,1,0.0921,4,4.0
2,3.548216666666667,0.6729999999999999,0.937,4,-2.161,1,0.0283,4,4.0
46,4.792216666666667,0.515,0.871,9,-4.113,1,0.0367,4,3.0
66,3.5700833333333333,0.67,0.8290000000000001,5,-7.2,0,0.0427,4,4.0
1,3.05755,0.825,0.69,1,-6.234,1,0.065,4,3.0
72,4.008883333333333,0.639,0.7440000000000001,6,-8.377,0,0.0368,4,4.0
50,4.252433333333333,0.825,0.496,0,-9.051,1,0.0545,4,4.0
65,3.8077666666666667,0.599,0.5329999999999999,9,-14.032,0,0.0472,4,4.0
46,3.189966666666667,0.754,0.691,8,-7.875,0,0.0453,4,3.0
49,3.1288833333333335,0.531,0.903,7,-3.905,0,0.0582,4,5.0
2,3.51165,0.292,0.871,2,-5.04,1,0.155,4,4.0
1,4.1031,0.546,0.911,4,-4.638999999999999,1,0.0729,4,4.0
2,4.672066666666667,0.597,0.425,2,-8.683,0,0.0318,4,4.0
46,3.537333333333333,0.578,0.976,6,-4.043,1,0.051,4,4.0
32,3.5494833333333333,0.62,0.818,9,-5.315,1,0.0527,4,2.0
0,3.5051,0.691,0.7390000000000001,0,-5.452999999999999,1,0.0301,4,3.0
61,3.4126666666666665,0.971,0.4,4,-7.154,0,0.0487,4,3.0
51,3.8844333333333334,0.612,0.695,1,-6.016,1,0.143,4,3.0
64,3.774,0.498,0.721,10,-5.232,1,0.0282,4,4.0
8,4.524016666666666,0.6,0.968,6,-2.444,1,0.0329,4,4.0
58,4.368433333333333,0.176,0.917,6,-4.884,0,0.0635,4,5.0
4,3.4689833333333335,0.578,0.825,5,-4.659,0,0.0284,4,3.0
78,5.0473333333333334,0.451,0.931,9,-3.871,1,0.0719,4,4.0
61,2.931766666666667,0.421,0.831,4,-5.127999999999999,1,0.107,4,4.0
59,3.0500333333333334,0.625,0.945,11,-4.245,0,0.0652,4,4.0
37,3.810216666666667,0.588,0.7879999999999999,9,-4.851,1,0.0333,4,3.0
43,3.636,0.373,0.86,6,-6.518,0,0.089,4,4.0
28,3.7582166666666668,0.618,0.929,9,-4.816,1,0.0716,4,4.0
0,4.216666666666667,0.297,0.96,2,-3.234,1,0.156,4,3.0
44,3.1582166666666667,0.7,0.809,5,-6.047000000000001,1,0.0323,4,2.0
0,2.5866666666666664,0.602,0.873,1,-5.683,0,0.0407,4,4.0
26,3.4548833333333335,0.655,0.919,8,-4.8,1,0.0666,4,2.0
61,3.88555,0.77,0.8009999999999999,9,-4.182,0,0.0336,4,4.0
52,2.918,0.575,0.971,8,-3.261,1,0.11,4,2.0
60,3.8791,0.472,0.8809999999999999,2,-5.252000000000001,1,0.0524,4,5.0
35,3.41755,0.477,0.981,4,-3.3960000000000004,1,0.306,4,4.0
63,3.6231,0.721,0.8220000000000001,7,-4.843,1,0.0391,4,4.0
37,3.854233333333333,0.7240000000000001,0.657,0,-6.292999999999999,1,0.0294,4,4.0
63,3.1693333333333333,0.452,0.716,1,-5.141,1,0.0313,4,5.0
3,3.6102166666666666,0.7809999999999999,0.645,6,-6.202000000000001,1,0.0297,4,4.0
3,3.1246666666666667,0.745,0.8759999999999999,5,-5.655,0,0.0285,4,3.0
60,4.188883333333333,0.377,0.937,5,-4.898,1,0.0649,4,4.0
51,3.1308833333333332,0.757,0.701,6,-6.053999999999999,1,0.0414,4,4.0
49,3.65085,0.606,0.758,5,-5.721,0,0.027,4,3.0
42,3.2479833333333334,0.674,0.841,5,-7.056,0,0.0575,4,3.0
